Index,Region/Country/Area,Year,Series,Value
1880,Morocco,1995,Primary education,0.74
1881,Morocco,2005,Primary education,0.91
1882,Morocco,2010,Primary education,0.94
1883,Morocco,2015,Primary education,0.95
1884,Morocco,2019,Primary education,0.97
1885,Morocco,2020,Primary education,0.97
1886,Morocco,2021,Primary education,0.97
1887,Morocco,2005,Lower secondary education,0.84
1888,Morocco,2010,Lower secondary education,0.82
1889,Morocco,2015,Lower secondary education,0.86
1890,Morocco,2019,Lower secondary education,0.89
1891,Morocco,2020,Lower secondary education,0.9
1892,Morocco,2021,Lower secondary education,0.91
1893,Morocco,2005,Upper secondary education,0.88
1894,Morocco,2010,Upper secondary education,0.95
1895,Morocco,2019,Upper secondary education,1
1896,Morocco,2020,Upper secondary education,1.04
1897,Morocco,2021,Upper secondary education,1.06
1898,Mozambique,1995,Primary education,0.71
1899,Mozambique,2005,Primary education,0.83
1900,Mozambique,2010,Primary education,0.89
1901,Mozambique,2015,Primary education,0.91
1902,Mozambique,2019,Primary education,0.93
1903,Mozambique,2020,Primary education,0.94
1904,Mozambique,2005,Lower secondary education,0.69
1905,Mozambique,2010,Lower secondary education,0.82
1906,Mozambique,2015,Lower secondary education,0.91
1907,Mozambique,2019,Lower secondary education,0.95
1908,Mozambique,2020,Lower secondary education,0.9
1909,Mozambique,1995,Upper secondary education,0.53
1910,Mozambique,2005,Upper secondary education,0.62
1911,Mozambique,2010,Upper secondary education,0.74
1912,Mozambique,2015,Upper secondary education,0.91
1913,Mozambique,2019,Upper secondary education,1.04
1914,Mozambique,2020,Upper secondary education,0.99
1915,Myanmar,1995,Primary education,0.94
1916,Myanmar,2005,Primary education,1
1917,Myanmar,2010,Primary education,0.99
1918,Myanmar,2005,Lower secondary education,0.96
1919,Myanmar,2010,Lower secondary education,1.03
1920,Myanmar,2005,Upper secondary education,0.99
1921,Myanmar,2010,Upper secondary education,1.1
1922,Namibia,1995,Primary education,0.98
1923,Namibia,2005,Primary education,0.98
1924,Namibia,2010,Primary education,0.96
1925,Namibia,2015,Primary education,0.96
1926,Namibia,2019,Primary education,0.97
1927,Namibia,2020,Primary education,0.97
1928,Namibia,2021,Primary education,0.97
1929,Namibia,2005,Lower secondary education,1.13
1930,Namibia,2010,Lower secondary education,1.11
1931,Namibia,2015,Lower secondary education,1.08
1932,Namibia,2019,Lower secondary education,1.07
1933,Namibia,2020,Lower secondary education,1.07
1934,Namibia,2021,Lower secondary education,1.05
1935,Namibia,1995,Upper secondary education,0.97
1936,Namibia,2005,Upper secondary education,1.03
1937,Nauru,2005,Primary education,0.94
1938,Nauru,2015,Primary education,0.93
1939,Nauru,2019,Primary education,0.99
1940,Nauru,2020,Primary education,1.03
1941,Nauru,2019,Lower secondary education,1.14
1942,Nauru,2020,Lower secondary education,1.03
1943,Nauru,2019,Upper secondary education,0.86
1944,Nepal,1995,Primary education,0.69
1945,Nepal,2005,Primary education,0.91
1946,Nepal,2010,Primary education,0.99
1947,Nepal,2015,Primary education,1.07
1948,Nepal,2019,Primary education,1.02
1949,Nepal,2020,Primary education,0.99
1950,Nepal,2021,Primary education,0.96
1951,Nepal,2005,Lower secondary education,0.85
1952,Nepal,2010,Lower secondary education,1.01
1953,Nepal,2015,Lower secondary education,1.09
1954,Nepal,2019,Lower secondary education,1.03
1955,Nepal,2020,Lower secondary education,1
1956,Nepal,2021,Lower secondary education,0.98
1957,Nepal,1995,Upper secondary education,0.56
1958,Nepal,2005,Upper secondary education,0.76
1959,Nepal,2010,Upper secondary education,0.95
1960,Nepal,2015,Upper secondary education,1.02
1961,Nepal,2019,Upper secondary education,1.13
1962,Nepal,2020,Upper secondary education,1.06
1963,Nepal,2021,Upper secondary education,1.07
1964,Netherlands,1995,Primary education,0.98
1965,Netherlands,2005,Primary education,0.98
1966,Netherlands,2010,Primary education,1
1967,Netherlands,2015,Primary education,1
1968,Netherlands,2019,Primary education,1
1969,Netherlands,2020,Primary education,1
1970,Netherlands,2005,Lower secondary education,0.96
1971,Netherlands,2010,Lower secondary education,0.95
1972,Netherlands,2015,Lower secondary education,0.97
1973,Netherlands,2019,Lower secondary education,0.95
1974,Netherlands,2020,Lower secondary education,0.96
1975,Netherlands,1995,Upper secondary education,0.91
1976,Netherlands,2005,Upper secondary education,1.01
1977,Netherlands,2010,Upper secondary education,1.03
1978,Netherlands,2015,Upper secondary education,1.06
1979,Netherlands,2019,Upper secondary education,1.07
1980,Netherlands,2020,Upper secondary education,1.07
1981,New Zealand,1995,Primary education,1
1982,New Zealand,2005,Primary education,0.99
1983,New Zealand,2010,Primary education,1
1984,New Zealand,2015,Primary education,1.01
1985,New Zealand,2019,Primary education,1
1986,New Zealand,2020,Primary education,1
1987,New Zealand,2005,Lower secondary education,0.99
1988,New Zealand,2010,Lower secondary education,0.99
1989,New Zealand,2015,Lower secondary education,1
1990,New Zealand,2019,Lower secondary education,1
1991,New Zealand,2020,Lower secondary education,1
1992,New Zealand,1995,Upper secondary education,0.97
1993,New Zealand,2005,Upper secondary education,1.12
1994,New Zealand,2010,Upper secondary education,1.11
1995,New Zealand,2015,Upper secondary education,1.13
1996,New Zealand,2019,Upper secondary education,1.11
1997,New Zealand,2020,Upper secondary education,1.11
1998,Nicaragua,1995,Primary education,1.04
1999,Nicaragua,2005,Primary education,0.99
2000,Nicaragua,2010,Primary education,0.99
2001,Nicaragua,2015,Primary education,1
2002,Nicaragua,2019,Primary education,0.99
2003,Nicaragua,2020,Primary education,0.99
2004,Nicaragua,2005,Lower secondary education,1.1
2005,Nicaragua,2010,Lower secondary education,1.07
2006,Nicaragua,2005,Upper secondary education,1.33
2007,Nicaragua,2010,Upper secondary education,1.27
2008,Niger,1995,Primary education,0.62
2009,Niger,2005,Primary education,0.72
2010,Niger,2010,Primary education,0.81
2011,Niger,2015,Primary education,0.85
2012,Niger,2019,Primary education,0.88
2013,Niger,2020,Primary education,0.9
2014,Niger,2021,Primary education,0.91
2015,Niger,2005,Lower secondary education,0.66
2016,Niger,2010,Lower secondary education,0.72
2017,Niger,2015,Lower secondary education,0.72
2018,Niger,2005,Upper secondary education,0.55
2019,Niger,2010,Upper secondary education,0.57
2020,Niger,2015,Upper secondary education,0.79
2021,Nigeria,1995,Primary education,0.83
2022,Nigeria,2005,Primary education,0.84
2023,Nigeria,2010,Primary education,0.91
2024,Nigeria,2015,Primary education,0.94
2025,Nigeria,2019,Primary education,1.01
2026,Nigeria,2005,Lower secondary education,0.85
2027,Nigeria,2010,Lower secondary education,0.88
2028,Nigeria,2015,Lower secondary education,0.93
2029,Nigeria,2005,Upper secondary education,0.8
2030,Nigeria,2010,Upper secondary education,0.86
2031,Nigeria,2015,Upper secondary education,0.9
2032,Niue,2005,Primary education,0.97
2033,Niue,2015,Primary education,1
2034,Niue,2019,Primary education,1.16
2035,Niue,2020,Primary education,1
2036,Niue,2021,Primary education,0.98
2037,Niue,2015,Lower secondary education,1.45
2038,Niue,2019,Lower secondary education,0.99
2039,Niue,2020,Lower secondary education,0.98
2040,Niue,2021,Lower secondary education,1.11
2041,Niue,2015,Upper secondary education,0.9
2042,Niue,2019,Upper secondary education,1.02
2043,Niue,2020,Upper secondary education,0.99
2044,Niue,2021,Upper secondary education,0.99
2045,North Macedonia,1995,Primary education,0.99
2046,North Macedonia,2005,Primary education,0.98
2047,North Macedonia,2010,Primary education,0.99
2048,North Macedonia,2015,Primary education,1
2049,North Macedonia,2019,Primary education,1.01
2050,North Macedonia,2020,Primary education,1
2051,North Macedonia,2005,Lower secondary education,0.99
2052,North Macedonia,2010,Lower secondary education,0.98
2053,North Macedonia,2015,Lower secondary education,0.98
2054,North Macedonia,2019,Lower secondary education,1
2055,North Macedonia,2020,Lower secondary education,1
2056,North Macedonia,2005,Upper secondary education,0.94
2057,North Macedonia,2010,Upper secondary education,0.97
2058,North Macedonia,2015,Upper secondary education,0.98
2059,North Macedonia,2019,Upper secondary education,0.96
2060,North Macedonia,2020,Upper secondary education,0.98
2061,Norway,1995,Primary education,1
2062,Norway,2005,Primary education,1
2063,Norway,2010,Primary education,1
2064,Norway,2015,Primary education,1
2065,Norway,2019,Primary education,1
2066,Norway,2020,Primary education,1
2067,Norway,2005,Lower secondary education,1.01
2068,Norway,2010,Lower secondary education,1
2069,Norway,2015,Lower secondary education,1.02
2070,Norway,2019,Lower secondary education,1
2071,Norway,2020,Lower secondary education,1.02
2072,Norway,1995,Upper secondary education,0.91
2073,Norway,2005,Upper secondary education,1.01
2074,Norway,2010,Upper secondary education,0.97
2075,Norway,2015,Upper secondary education,0.94
2076,Norway,2019,Upper secondary education,0.92
2077,Norway,2020,Upper secondary education,0.9
2078,Oman,1995,Primary education,0.99
2079,Oman,2005,Primary education,0.99
2080,Oman,2015,Primary education,1.04
2081,Oman,2019,Primary education,1.09
2082,Oman,2020,Primary education,1.06
2083,Oman,2021,Primary education,1
2084,Oman,2005,Lower secondary education,0.92
2085,Oman,2015,Lower secondary education,0.97
2086,Oman,2019,Lower secondary education,0.93
2087,Oman,2020,Lower secondary education,0.97
2088,Oman,2021,Lower secondary education,1.02
2089,Oman,1995,Upper secondary education,1.08
2090,Oman,2005,Upper secondary education,1.02
2091,Oman,2015,Upper secondary education,1
2092,Oman,2019,Upper secondary education,0.85
2093,Oman,2020,Upper secondary education,0.74
2094,Oman,2021,Upper secondary education,0.65
2095,Pakistan,2005,Primary education,0.77
2096,Pakistan,2010,Primary education,0.85
2097,Pakistan,2015,Primary education,0.86
2098,Pakistan,2019,Primary education,0.88
2099,Pakistan,2005,Lower secondary education,0.73
2100,Pakistan,2010,Lower secondary education,0.79
2101,Pakistan,2015,Lower secondary education,0.83
2102,Pakistan,2019,Lower secondary education,0.88
2103,Pakistan,2010,Upper secondary education,0.75
2104,Pakistan,2015,Upper secondary education,0.76
2105,Pakistan,2019,Upper secondary education,0.86
2106,Palau,2020,Primary education,1.07
2107,Palau,2021,Primary education,0.97
2108,Palau,2020,Lower secondary education,1.04
2109,Palau,2021,Lower secondary education,1.26
2110,Palau,2005,Upper secondary education,1.2
2111,Palau,2020,Upper secondary education,0.99
2112,Palau,2021,Upper secondary education,1
2113,Panama,2005,Primary education,0.97
2114,Panama,2010,Primary education,0.96
2115,Panama,2015,Primary education,0.98
2116,Panama,2019,Primary education,1
2117,Panama,2020,Primary education,0.99
2118,Panama,2021,Primary education,0.99
2119,Panama,2005,Lower secondary education,1.02
2120,Panama,2010,Lower secondary education,1.01
2121,Panama,2015,Lower secondary education,1.01
2122,Panama,2019,Lower secondary education,1.01
2123,Panama,2020,Lower secondary education,1.02
2124,Panama,2021,Lower secondary education,1
2125,Panama,2005,Upper secondary education,1.15
2126,Panama,2010,Upper secondary education,1.17
2127,Panama,2015,Upper secondary education,1.13
2128,Panama,2021,Upper secondary education,1.09
2129,Papua New Guinea,1995,Primary education,0.87
2130,Papua New Guinea,2005,Primary education,0.85
2131,Paraguay,1995,Primary education,0.98
2132,Paraguay,2005,Primary education,0.98
2133,Paraguay,2010,Primary education,0.97
2134,Paraguay,2015,Primary education,0.97
2135,Paraguay,2005,Lower secondary education,1.02
2136,Paraguay,2010,Lower secondary education,1.05
2137,Paraguay,2005,Upper secondary education,1.06
2138,Paraguay,2010,Upper secondary education,1.09
2139,Paraguay,2015,Upper secondary education,1.09
2140,Paraguay,2020,Upper secondary education,1.13
2141,Paraguay,2021,Upper secondary education,1.19
2142,Peru,1995,Primary education,0.98
2143,Peru,2005,Primary education,1
2144,Peru,2010,Primary education,1
2145,Peru,2015,Primary education,1
2146,Peru,2019,Primary education,0.96
2147,Peru,2020,Primary education,0.96
2148,Peru,2021,Primary education,0.97
2149,Peru,2005,Lower secondary education,0.99
2150,Peru,2010,Lower secondary education,0.99
2151,Peru,2015,Lower secondary education,0.99
2152,Peru,2019,Lower secondary education,0.93
2153,Peru,2020,Lower secondary education,0.93
2154,Peru,2021,Lower secondary education,0.95
2155,Peru,2005,Upper secondary education,0.98
2156,Peru,2010,Upper secondary education,1.09
2157,Peru,2015,Upper secondary education,1.01
2158,Peru,2019,Upper secondary education,0.95
2159,Peru,2020,Upper secondary education,0.95
2160,Peru,2021,Upper secondary education,0.95
2161,Philippines,1995,Primary education,0.99
2162,Philippines,2005,Primary education,0.99
2163,Philippines,2015,Primary education,0.97
2164,Philippines,2019,Primary education,0.97
2165,Philippines,2020,Primary education,0.98
2166,Philippines,2021,Primary education,0.98
2167,Philippines,2005,Lower secondary education,1.09
2168,Philippines,2015,Lower secondary education,1.07
2169,Philippines,2019,Lower secondary education,1.06
2170,Philippines,2020,Lower secondary education,1.05
2171,Philippines,2021,Lower secondary education,1.04
2172,Philippines,2005,Upper secondary education,1.22
2173,Philippines,2010,Upper secondary education,1.15
2174,Philippines,2015,Upper secondary education,1.12
2175,Philippines,2019,Upper secondary education,1.15
2176,Philippines,2020,Upper secondary education,1.14
2177,Philippines,2021,Upper secondary education,1.16
2178,Poland,1995,Primary education,0.99
2179,Poland,2005,Primary education,0.99
2180,Poland,2010,Primary education,0.99
2181,Poland,2019,Primary education,0.99
2182,Poland,2020,Primary education,0.96
2183,Poland,2005,Lower secondary education,0.98
2184,Poland,2010,Lower secondary education,0.98
2185,Poland,2015,Lower secondary education,0.96
2186,Poland,2019,Lower secondary education,0.99
2187,Poland,2020,Lower secondary education,1
2188,Poland,2005,Upper secondary education,1.01
2189,Poland,2010,Upper secondary education,1.01
2190,Poland,2015,Upper secondary education,0.96
2191,Poland,2019,Upper secondary education,0.96
2192,Poland,2020,Upper secondary education,0.97
2193,Portugal,1995,Primary education,0.95
2194,Portugal,2005,Primary education,0.95
2195,Portugal,2010,Primary education,0.97
2196,Portugal,2015,Primary education,0.96
2197,Portugal,2019,Primary education,0.98
2198,Portugal,2020,Primary education,0.99
2199,Portugal,2005,Lower secondary education,1.03
2200,Portugal,2010,Lower secondary education,0.98
2201,Portugal,2015,Lower secondary education,0.96
2202,Portugal,2019,Lower secondary education,0.98
2203,Portugal,2020,Lower secondary education,0.97
2204,Portugal,1995,Upper secondary education,1.14
2205,Portugal,2005,Upper secondary education,1.19
2206,Portugal,2010,Upper secondary education,1.09
2207,Portugal,2015,Upper secondary education,0.98
2208,Portugal,2019,Upper secondary education,1.03
2209,Portugal,2020,Upper secondary education,1.03
2210,Puerto Rico,2010,Primary education,1.04
2211,Puerto Rico,2010,Lower secondary education,1.04
2212,Puerto Rico,2010,Upper secondary education,1.08
2213,Qatar,1995,Primary education,0.99
2214,Qatar,2005,Primary education,0.96
2215,Qatar,2010,Primary education,1.03
2216,Qatar,2015,Primary education,1.01
2217,Qatar,2019,Primary education,1.03
2218,Qatar,2020,Primary education,1.03
2219,Qatar,2021,Primary education,1.02
2220,Qatar,2005,Lower secondary education,0.9
2221,Qatar,2010,Lower secondary education,0.9
2222,Qatar,2015,Lower secondary education,1.03
2223,Qatar,2019,Lower secondary education,0.92
2224,Qatar,2020,Lower secondary education,0.93
2225,Qatar,2021,Lower secondary education,0.98
2226,Qatar,2005,Upper secondary education,0.95
2227,Qatar,2010,Upper secondary education,1.01
2228,Republic of Korea,1995,Primary education,1.03
2229,Republic of Korea,2005,Primary education,0.99
2230,Republic of Korea,2010,Primary education,1
2231,Republic of Korea,2015,Primary education,1
2232,Republic of Korea,2019,Primary education,1
2233,Republic of Korea,2020,Primary education,1
2234,Republic of Korea,2005,Lower secondary education,1.02
2235,Republic of Korea,2010,Lower secondary education,1
2236,Republic of Korea,2015,Lower secondary education,0.99
2237,Republic of Korea,2019,Lower secondary education,1
2238,Republic of Korea,2020,Lower secondary education,1
2239,Republic of Korea,1995,Upper secondary education,1
2240,Republic of Korea,2005,Upper secondary education,1.03
2241,Republic of Korea,2010,Upper secondary education,0.99
2242,Republic of Korea,2015,Upper secondary education,1
2243,Republic of Korea,2019,Upper secondary education,0.99
2244,Republic of Korea,2020,Upper secondary education,0.99
2245,Republic of Moldova,2015,Primary education,0.99
2246,Republic of Moldova,2019,Primary education,0.95
2247,Republic of Moldova,2020,Primary education,0.98
2248,Republic of Moldova,2021,Primary education,0.99
2249,Republic of Moldova,2015,Lower secondary education,1
2250,Republic of Moldova,2019,Lower secondary education,0.98
2251,Republic of Moldova,2020,Lower secondary education,0.98
2252,Republic of Moldova,2021,Lower secondary education,0.99
2253,Republic of Moldova,2015,Upper secondary education,1.04
2254,Republic of Moldova,2019,Upper secondary education,1
2255,Republic of Moldova,2020,Upper secondary education,1.03
2256,Republic of Moldova,2021,Upper secondary education,1
2257,Romania,1995,Primary education,1
2258,Romania,2005,Primary education,0.99
2259,Romania,2010,Primary education,0.98
2260,Romania,2015,Primary education,0.99
2261,Romania,2019,Primary education,0.99
2262,Romania,2020,Primary education,0.99
2263,Romania,2005,Lower secondary education,0.99
2264,Romania,2010,Lower secondary education,0.99
2265,Romania,2015,Lower secondary education,0.98
2266,Romania,2019,Lower secondary education,0.98
2267,Romania,2020,Lower secondary education,0.98
2268,Romania,2005,Upper secondary education,1.05
2269,Romania,2010,Upper secondary education,0.99
2270,Romania,2015,Upper secondary education,1.02
2271,Romania,2019,Upper secondary education,1.03
2272,Romania,2020,Upper secondary education,1.03
2273,Russia,1995,Primary education,0.99
2274,Russia,2005,Primary education,1
2275,Russia,2015,Primary education,1.01
2276,Russia,2019,Primary education,0.99
2277,Russia,2005,Lower secondary education,1.01
2278,Russia,2015,Lower secondary education,1.01
2279,Russia,2019,Lower secondary education,0.99
2280,Russia,2005,Upper secondary education,0.96
2281,Russia,2015,Upper secondary education,0.9
2282,Russia,2019,Upper secondary education,0.93
2283,Rwanda,2005,Primary education,1.01
2284,Rwanda,2010,Primary education,1.03
2285,Rwanda,2015,Primary education,1.01
2286,Rwanda,2019,Primary education,0.98
2287,Rwanda,2021,Primary education,0.99
2288,Rwanda,2005,Lower secondary education,0.89
2289,Rwanda,2010,Lower secondary education,1.05
2290,Rwanda,2015,Lower secondary education,1.14
2291,Rwanda,2019,Lower secondary education,1.18
2292,Rwanda,2021,Lower secondary education,1.17
2293,Rwanda,2005,Upper secondary education,0.92
2294,Rwanda,2010,Upper secondary education,0.89
2295,Rwanda,2015,Upper secondary education,1.01
2296,Rwanda,2019,Upper secondary education,1.05
2297,Rwanda,2021,Upper secondary education,1.1
2298,Saint Kitts and Nevis,1995,Primary education,1.03
2299,Saint Kitts and Nevis,2005,Primary education,0.99
2300,Saint Kitts and Nevis,2010,Primary education,0.95
2301,Saint Kitts and Nevis,2015,Primary education,0.99
2302,Saint Kitts and Nevis,2019,Primary education,0.92
2303,Saint Kitts and Nevis,2021,Primary education,0.95
2304,Saint Kitts and Nevis,2005,Lower secondary education,0.98
2305,Saint Kitts and Nevis,2010,Lower secondary education,0.93
2306,Saint Kitts and Nevis,2015,Lower secondary education,0.99
2307,Saint Kitts and Nevis,2021,Lower secondary education,1
2308,Saint Kitts and Nevis,2005,Upper secondary education,1.35
2309,Saint Kitts and Nevis,2010,Upper secondary education,1.08
2310,Saint Kitts and Nevis,2015,Upper secondary education,1
2311,Saint Kitts and Nevis,2021,Upper secondary education,0.97
2312,Saint Lucia,2005,Primary education,0.96
2313,Saint Lucia,2015,Primary education,0.97
2314,Saint Lucia,2019,Primary education,1.02
2315,Saint Lucia,2020,Primary education,1.03
2316,Saint Lucia,2005,Lower secondary education,1.16
2317,Saint Lucia,2010,Lower secondary education,0.95
2318,Saint Lucia,2015,Lower secondary education,0.97
2319,Saint Lucia,2019,Lower secondary education,0.96
2320,Saint Lucia,2020,Lower secondary education,1.01
2321,Saint Lucia,2005,Upper secondary education,1.2
2322,Saint Lucia,2010,Upper secondary education,1.05
2323,Saint Lucia,2015,Upper secondary education,1.02
2324,Saint Lucia,2019,Upper secondary education,0.99
2325,Saint Lucia,2020,Upper secondary education,0.94
2326,Saint Vincent & Grenadines,2005,Primary education,0.9
2327,Saint Vincent & Grenadines,2010,Primary education,0.95
2328,Saint Vincent & Grenadines,2015,Primary education,0.99
2329,Saint Vincent & Grenadines,2019,Primary education,0.97
2330,Saint Vincent & Grenadines,2020,Primary education,0.98
2331,Saint Vincent & Grenadines,2005,Lower secondary education,1.17
2332,Saint Vincent & Grenadines,2010,Lower secondary education,0.96
2333,Saint Vincent & Grenadines,2015,Lower secondary education,0.94
2334,Saint Vincent & Grenadines,2005,Upper secondary education,1.47
2335,Saint Vincent & Grenadines,2010,Upper secondary education,1.26
2336,Saint Vincent & Grenadines,2015,Upper secondary education,1.16
2337,Samoa,1995,Primary education,1.03
2338,Samoa,2005,Primary education,1.01
2339,Samoa,2010,Primary education,0.99
2340,Samoa,2015,Primary education,1
2341,Samoa,2019,Primary education,1.01
2342,Samoa,2020,Primary education,0.99
2343,Samoa,2021,Primary education,1
2344,Samoa,2005,Lower secondary education,1.04
2345,Samoa,2010,Lower secondary education,0.98
2346,Samoa,2015,Lower secondary education,0.96
2347,Samoa,2019,Lower secondary education,1.04
2348,Samoa,2020,Lower secondary education,1.03
2349,Samoa,2021,Lower secondary education,1.03
2350,Samoa,1995,Upper secondary education,1.17
2351,Samoa,2005,Upper secondary education,1.18
2352,Samoa,2010,Upper secondary education,1.24
2353,Samoa,2015,Upper secondary education,1.2
2354,San Marino,2019,Primary education,1.08
2355,San Marino,2020,Primary education,0.98
2356,San Marino,2021,Primary education,0.99
2357,San Marino,2019,Lower secondary education,0.87
2358,San Marino,2020,Lower secondary education,1
2359,San Marino,2021,Lower secondary education,1.08
2360,San Marino,2019,Upper secondary education,0.96
2361,San Marino,2020,Upper secondary education,0.81
2362,San Marino,2021,Upper secondary education,0.74
2363,Sao Tome and Principe,2005,Primary education,0.96
2364,Sao Tome and Principe,2010,Primary education,0.99
2365,Sao Tome and Principe,2015,Primary education,0.96
2366,Sao Tome and Principe,2005,Lower secondary education,1.12
2367,Sao Tome and Principe,2010,Lower secondary education,1.07
2368,Sao Tome and Principe,2015,Lower secondary education,1.1
2369,Sao Tome and Principe,2005,Upper secondary education,0.96
2370,Sao Tome and Principe,2010,Upper secondary education,0.78
2371,Sao Tome and Principe,2015,Upper secondary education,1.14
2372,Saudi Arabia,2005,Primary education,0.98
2373,Saudi Arabia,2010,Primary education,0.99
2374,Saudi Arabia,2015,Primary education,1.03
2375,Saudi Arabia,2019,Primary education,1.02
2376,Saudi Arabia,2020,Primary education,1.02
2377,Saudi Arabia,2021,Primary education,1.01
2378,Saudi Arabia,2005,Lower secondary education,0.97
2379,Saudi Arabia,2015,Lower secondary education,1
2380,Saudi Arabia,2019,Lower secondary education,0.98
2381,Saudi Arabia,2020,Lower secondary education,0.99
2382,Saudi Arabia,2021,Lower secondary education,0.99
2383,Saudi Arabia,2005,Upper secondary education,0.91
2384,Saudi Arabia,2015,Upper secondary education,0.95
2385,Saudi Arabia,2019,Upper secondary education,0.84
2386,Saudi Arabia,2020,Upper secondary education,0.87
2387,Saudi Arabia,2021,Upper secondary education,0.93
2388,Senegal,1995,Primary education,0.77
2389,Senegal,2005,Primary education,0.96
2390,Senegal,2010,Primary education,1.06
2391,Senegal,2015,Primary education,1.12
2392,Senegal,2019,Primary education,1.14
2393,Senegal,2020,Primary education,1.15
2394,Senegal,2021,Primary education,1.16
2395,Senegal,2005,Lower secondary education,0.78
2396,Senegal,2019,Lower secondary education,1.18
2397,Senegal,2020,Lower secondary education,1.2
2398,Senegal,2021,Lower secondary education,1.23
2399,Senegal,2005,Upper secondary education,0.66
2400,Senegal,2019,Upper secondary education,1.04
2401,Senegal,2020,Upper secondary education,1.07
2402,Senegal,2021,Upper secondary education,1.14
2403,Serbia,2005,Primary education,1.01
2404,Serbia,2010,Primary education,1
2405,Serbia,2015,Primary education,1
2406,Serbia,2019,Primary education,1
2407,Serbia,2020,Primary education,1
2408,Serbia,2021,Primary education,1
2409,Serbia,2005,Lower secondary education,0.99
2410,Serbia,2010,Lower secondary education,1
2411,Serbia,2015,Lower secondary education,0.99
2412,Serbia,2019,Lower secondary education,1
2413,Serbia,2020,Lower secondary education,1
2414,Serbia,2021,Lower secondary education,1
2415,Serbia,2005,Upper secondary education,1.08
2416,Serbia,2010,Upper secondary education,1.05
2417,Serbia,2015,Upper secondary education,1.04
2418,Serbia,2019,Upper secondary education,1.03
2419,Serbia,2020,Upper secondary education,1.03
2420,Serbia,2021,Upper secondary education,1.04
2421,Seychelles,1995,Primary education,1.02
2422,Seychelles,2005,Primary education,0.98
2423,Seychelles,2010,Primary education,1.03
2424,Seychelles,2015,Primary education,1.03
2425,Seychelles,2019,Primary education,1.05
2426,Seychelles,2020,Primary education,1.04
2427,Seychelles,2021,Primary education,1.03
2428,Seychelles,2005,Lower secondary education,1.01
2429,Seychelles,2010,Lower secondary education,0.98
2430,Seychelles,2015,Lower secondary education,1.03
2431,Seychelles,2019,Lower secondary education,1.01
2432,Seychelles,2020,Lower secondary education,1.04
2433,Seychelles,2021,Lower secondary education,1.09
2434,Seychelles,1995,Upper secondary education,0.91
2435,Seychelles,2005,Upper secondary education,1.16
2436,Seychelles,2010,Upper secondary education,1.18
2437,Seychelles,2015,Upper secondary education,1.13
2438,Seychelles,2019,Upper secondary education,1.15
2439,Seychelles,2020,Upper secondary education,1.16
2440,Seychelles,2021,Upper secondary education,1.09
2441,Sierra Leone,2015,Primary education,1.01
2442,Sierra Leone,2019,Primary education,1.03
2443,Sierra Leone,2020,Primary education,1.03
2444,Sierra Leone,2021,Primary education,1.04
2445,Sierra Leone,2015,Lower secondary education,0.94
2446,Sierra Leone,2019,Lower secondary education,1.01
2447,Sierra Leone,2020,Lower secondary education,1.02
2448,Sierra Leone,2021,Lower secondary education,1.04
2449,Sierra Leone,2015,Upper secondary education,0.78
2450,Singapore,2019,Primary education,1
2451,Singapore,2020,Primary education,1
2452,Singapore,2019,Lower secondary education,1
2453,Singapore,2020,Lower secondary education,1
2454,Singapore,2019,Upper secondary education,0.98
2455,Singapore,2020,Upper secondary education,0.99
2456,Slovakia,1995,Primary education,1
2457,Slovakia,2005,Primary education,0.99
2458,Slovakia,2010,Primary education,0.99
2459,Slovakia,2015,Primary education,0.99
2460,Slovakia,2019,Primary education,1
2461,Slovakia,2020,Primary education,1
2462,Slovakia,2005,Lower secondary education,0.99
2463,Slovakia,2010,Lower secondary education,0.99
2464,Slovakia,2015,Lower secondary education,0.99
2465,Slovakia,2019,Lower secondary education,0.99
2466,Slovakia,2020,Lower secondary education,0.99
2467,Slovakia,2005,Upper secondary education,1.03
2468,Slovakia,2010,Upper secondary education,1.04
2469,Slovakia,2015,Upper secondary education,1.04
2470,Slovakia,2019,Upper secondary education,1.04
2471,Slovakia,2020,Upper secondary education,1.05
2472,Slovenia,1995,Primary education,1
2473,Slovenia,2005,Primary education,0.99
2474,Slovenia,2010,Primary education,1
2475,Slovenia,2015,Primary education,1.01
2476,Slovenia,2019,Primary education,1
2477,Slovenia,2020,Primary education,1
2478,Slovenia,2005,Lower secondary education,0.99
2479,Slovenia,2010,Lower secondary education,1
2480,Slovenia,2015,Lower secondary education,1
2481,Slovenia,2019,Lower secondary education,1.01
2482,Slovenia,2020,Lower secondary education,1
2483,Slovenia,2005,Upper secondary education,1
2484,Slovenia,2010,Upper secondary education,0.99
2485,Slovenia,2015,Upper secondary education,1.02
2486,Slovenia,2019,Upper secondary education,1.03
2487,Slovenia,2020,Upper secondary education,1.03
2488,Solomon Islands,2005,Primary education,0.95
2489,Solomon Islands,2010,Primary education,0.98
2490,Solomon Islands,2015,Primary education,0.99
2491,Solomon Islands,2019,Primary education,0.99
2492,Solomon Islands,2005,Lower secondary education,0.88
2493,Solomon Islands,2010,Lower secondary education,0.96
2494,Solomon Islands,2015,Lower secondary education,1.02
2495,Solomon Islands,2019,Lower secondary education,1.05
2496,Solomon Islands,2005,Upper secondary education,0.72
2497,Solomon Islands,2010,Upper secondary education,0.72
2498,South Africa,1995,Primary education,0.99
